,y,D,ite
9802,31.0,0,0.0
9803,29.0,0,-29.0
9804,30.0,0,-15.0
9805,29.0,0,2.0
9806,31.0,0,0.0
9807,0.0,0,31.0
9808,4.0,0,-4.0
9809,18.0,0,-15.0
9810,21.0,0,-1.0
9811,0.0,0,0.0
9812,23.0,0,-9.0
9813,18.0,0,-9.0
9814,0.0,0,13.0
9815,18.0,0,-10.0
9816,0.0,0,0.0
9817,0.0,0,0.0
9818,0.0,0,12.0
9819,0.0,0,0.0
9820,23.0,0,8.0
9821,4.0,0,12.0
9822,25.0,0,6.0
9823,28.0,0,3.0
9824,25.0,0,2.0
9825,18.0,0,6.0
9826,31.0,0,-8.0
9827,0.0,0,1.0
9828,26.0,0,5.0
9829,0.0,0,0.0
9830,24.0,0,-3.0
9831,0.0,0,27.0
9832,5.0,0,26.0
9833,13.0,1,13.0
9834,19.0,0,12.0
9835,0.0,0,0.0
9836,31.0,1,31.0
9837,0.0,0,4.0
9838,0.0,0,3.0
9839,31.0,1,4.0
9840,0.0,1,-16.0
9841,0.0,0,31.0
9842,0.0,0,0.0
9843,0.0,0,31.0
9844,0.0,0,28.0
9845,0.0,0,12.0
9846,31.0,0,0.0
9847,31.0,0,0.0
9848,2.0,0,-2.0
9849,8.0,0,7.0
9850,1.0,0,-1.0
9851,31.0,0,-31.0
9852,28.0,0,-28.0
9853,0.0,0,1.0
9854,22.0,0,-11.0
9855,11.0,1,11.0
9856,0.0,0,7.0
9857,2.0,0,-2.0
9858,0.0,1,-15.0
9859,25.0,0,-3.0
9860,8.0,0,-8.0
9861,0.0,0,4.0
9862,31.0,0,-2.0
9863,28.0,0,3.0
9864,0.0,0,0.0
9865,0.0,0,0.0
9866,0.0,1,-2.0
9867,6.0,1,-19.0
9868,22.0,0,7.0
9869,30.0,0,1.0
9870,0.0,1,-4.0
9871,31.0,1,3.0
9872,19.0,0,12.0
9873,0.0,0,8.0
9874,0.0,0,5.0
9875,29.0,0,2.0
9876,0.0,0,20.0
9877,0.0,0,4.0
9878,29.0,0,1.0
9879,7.0,0,-4.0
9880,0.0,0,0.0
9881,18.0,0,1.0
9882,0.0,0,0.0
9883,0.0,0,0.0
9884,13.0,1,-13.0
9885,31.0,1,2.0
9886,0.0,0,7.0
9887,31.0,0,-31.0
9888,29.0,0,2.0
9889,0.0,0,0.0
9890,0.0,0,2.0
9891,0.0,1,-2.0
9892,25.0,0,-18.0
9893,19.0,0,10.0
9894,0.0,1,0.0
9895,0.0,1,0.0
9896,20.0,1,8.0
9897,0.0,0,30.0
9898,0.0,1,0.0
9899,26.0,0,5.0
9900,6.0,0,-6.0
9901,4.0,1,-18.0
9902,31.0,1,0.0
9903,26.0,0,-14.0
9904,31.0,1,17.0
9905,0.0,0,0.0
9906,0.0,0,31.0
9907,22.0,0,9.0
9908,0.0,0,0.0
9909,31.0,0,-18.0
9910,27.0,0,4.0
9911,31.0,0,-19.0
9912,7.0,0,8.0
9913,0.0,1,-4.0
9914,29.0,0,2.0
9915,25.0,0,6.0
9916,0.0,1,-3.0
9917,0.0,0,3.0
9918,23.0,0,8.0
9919,31.0,1,1.0
9920,31.0,0,0.0
9921,0.0,1,-29.0
9922,20.0,0,7.0
9923,3.0,0,-3.0
9924,16.0,1,-10.0
9925,31.0,1,11.0
9926,4.0,0,27.0
9927,0.0,0,7.0
9928,26.0,0,3.0
9929,16.0,0,0.0
9930,31.0,1,3.0
9931,0.0,0,0.0
9932,0.0,1,-19.0
9933,9.0,0,-9.0
9934,23.0,0,8.0
9935,8.0,1,8.0
9936,30.0,0,-4.0
9937,18.0,0,13.0
9938,31.0,1,10.0
9939,0.0,0,0.0
9940,17.0,0,-16.0
9941,13.0,0,-6.0
9942,31.0,1,31.0
9943,11.0,0,20.0
9944,21.0,0,7.0
9945,24.0,0,-1.0
9946,0.0,0,0.0
9947,16.0,0,8.0
9948,0.0,0,3.0
9949,24.0,0,1.0
9950,0.0,0,15.0
9951,29.0,0,2.0
9952,24.0,0,-9.0
9953,28.0,0,3.0
9954,14.0,0,17.0
9955,1.0,1,-1.0
9956,15.0,1,7.0
9957,0.0,0,29.0
9958,31.0,1,31.0
9959,0.0,0,0.0
9960,8.0,0,7.0
9961,17.0,0,11.0
9962,0.0,0,0.0
9963,0.0,1,-22.0
9964,25.0,0,-15.0
9965,31.0,0,-11.0
9966,17.0,0,-5.0
9967,0.0,0,12.0
9968,31.0,0,-24.0
9969,8.0,0,-8.0
9970,0.0,0,31.0
9971,16.0,0,-9.0
9972,31.0,1,2.0
9973,15.0,0,-4.0
9974,14.0,0,17.0
9975,3.0,0,-3.0
9976,0.0,0,27.0
9977,0.0,0,29.0
9978,27.0,0,4.0
9979,0.0,0,0.0
9980,31.0,0,0.0
9981,14.0,0,-14.0
9982,31.0,0,-15.0
9983,27.0,0,-4.0
9984,19.0,0,12.0
9985,31.0,0,-4.0
9986,0.0,0,17.0
9987,24.0,0,-7.0
9988,0.0,0,0.0
9989,0.0,0,28.0
9990,0.0,0,0.0
9991,9.0,0,22.0
9992,31.0,1,8.0
9993,28.0,0,3.0
9994,23.0,0,8.0
9995,0.0,1,0.0
9996,1.0,0,-1.0
9997,31.0,0,0.0
9998,31.0,0,0.0
9999,0.0,0,1.0
10000,0.0,0,0.0
10001,0.0,0,0.0
10002,11.0,0,20.0
10003,18.0,0,2.0
10004,31.0,0,-27.0
10005,19.0,0,-13.0
10006,0.0,0,11.0
10007,0.0,0,0.0
10008,9.0,0,5.0
10009,14.0,0,-14.0
10010,15.0,0,-15.0
10011,31.0,0,-23.0
10012,31.0,0,-18.0
10013,31.0,0,-2.0
10014,7.0,0,-7.0
10015,15.0,0,16.0
10016,31.0,0,0.0
10017,7.0,1,-11.0
10018,25.0,0,2.0
10019,4.0,0,0.0
10020,14.0,0,17.0
10021,23.0,0,8.0
10022,14.0,0,17.0
10023,0.0,0,0.0
10024,0.0,0,0.0
10025,31.0,1,2.0
10026,26.0,0,5.0
10027,0.0,0,0.0
10028,21.0,0,10.0
10029,27.0,1,-4.0
10030,0.0,0,9.0
10031,23.0,0,6.0
10032,27.0,0,4.0
10033,14.0,0,17.0
10034,22.0,1,2.0
10035,0.0,0,0.0
10036,24.0,0,7.0
10037,22.0,0,0.0
10038,28.0,0,-5.0
10039,29.0,0,2.0
10040,29.0,0,2.0
10041,25.0,0,6.0
10042,0.0,0,0.0
10043,0.0,0,0.0
10044,24.0,0,-24.0
10045,0.0,1,0.0
10046,8.0,1,8.0
10047,5.0,0,-5.0
10048,14.0,0,-14.0
10049,26.0,0,-4.0
10050,7.0,0,6.0
10051,24.0,0,-3.0
10052,31.0,0,-2.0
10053,30.0,0,-18.0
10054,25.0,0,-9.0
10055,14.0,0,17.0
10056,0.0,0,0.0
10057,28.0,0,3.0
10058,0.0,0,24.0
10059,0.0,0,0.0
10060,31.0,1,31.0
10061,5.0,0,26.0
10062,7.0,1,7.0
10063,0.0,0,0.0
10064,0.0,0,31.0
10065,8.0,0,-8.0
10066,14.0,0,11.0
10067,24.0,0,-24.0
10068,31.0,0,0.0
10069,29.0,0,2.0
10070,0.0,0,0.0
10071,31.0,0,-19.0
10072,0.0,0,0.0
10073,11.0,0,-11.0
10074,0.0,0,0.0
10075,0.0,0,1.0
10076,19.0,0,-5.0
10077,31.0,1,20.0
10078,31.0,1,4.0
10079,21.0,0,10.0
10080,30.0,0,1.0
10081,21.0,0,10.0
10082,25.0,1,-4.0
10083,0.0,0,31.0
10084,0.0,0,7.0
10085,14.0,0,-12.0
10086,31.0,1,15.0
10087,0.0,0,24.0
10088,13.0,0,-13.0
10089,25.0,0,6.0
10090,16.0,0,15.0
10091,31.0,0,-5.0
10092,0.0,1,-1.0
10093,22.0,0,-16.0
10094,31.0,0,-31.0
10095,3.0,1,-6.0
10096,14.0,0,3.0
10097,0.0,1,-15.0
10098,30.0,0,1.0
10099,1.0,0,8.0
10100,21.0,0,-4.0
10101,28.0,0,3.0
10102,27.0,0,-27.0
10103,0.0,0,13.0
10104,0.0,0,26.0
10105,29.0,0,2.0
10106,0.0,0,4.0
10107,0.0,0,31.0
10108,0.0,0,0.0
10109,0.0,0,0.0
10110,27.0,0,4.0
10111,4.0,0,14.0
10112,0.0,0,0.0
10113,0.0,0,25.0
10114,29.0,1,29.0
10115,0.0,0,13.0
10116,0.0,0,0.0
10117,0.0,0,0.0
10118,31.0,1,8.0
10119,31.0,1,31.0
10120,0.0,0,0.0
10121,0.0,1,0.0
10122,20.0,0,-20.0
10123,30.0,1,5.0
10124,28.0,0,3.0
10125,0.0,0,0.0
10126,2.0,1,-20.0
10127,9.0,0,-3.0
10128,0.0,0,5.0
10129,0.0,0,0.0
10130,0.0,1,0.0
10131,0.0,1,-5.0
10132,17.0,1,17.0
10133,31.0,0,0.0
10134,20.0,0,-6.0
10135,20.0,0,3.0
10136,30.0,0,1.0
10137,0.0,0,31.0
10138,0.0,0,0.0
10139,31.0,0,0.0
10140,15.0,1,5.0
10141,30.0,0,1.0
10142,30.0,1,30.0
10143,27.0,0,4.0
10144,27.0,0,-19.0
10145,26.0,0,5.0
10146,31.0,0,0.0
10147,0.0,0,17.0
10148,8.0,1,8.0
10149,30.0,0,-4.0
10150,26.0,1,24.0
10151,21.0,0,10.0
10152,0.0,0,31.0
10153,23.0,0,-11.0
10154,0.0,0,18.0
10155,0.0,0,0.0
10156,24.0,0,7.0
10157,31.0,0,-14.0
10158,1.0,0,15.0
10159,8.0,0,23.0
10160,23.0,0,6.0
10161,5.0,0,26.0
10162,22.0,0,-7.0
10163,5.0,0,26.0
10164,0.0,0,0.0
10165,12.0,0,19.0
10166,24.0,0,7.0
10167,0.0,0,10.0
10168,28.0,0,3.0
10169,0.0,0,0.0
10170,0.0,1,0.0
10171,31.0,1,3.0
10172,17.0,0,-13.0
10173,25.0,0,6.0
10174,30.0,0,1.0
10175,26.0,0,-17.0
10176,20.0,0,-16.0
10177,0.0,1,-18.0
10178,6.0,0,-0.0
10179,0.0,0,0.0
10180,31.0,0,-31.0
10181,0.0,0,0.0
10182,0.0,0,30.0
10183,0.0,0,3.0
10184,0.0,0,15.0
10185,0.0,0,5.0
10186,0.0,0,12.0
10187,0.0,0,1.0
10188,0.0,0,31.0
10189,1.0,0,-1.0
10190,27.0,1,-3.0
10191,0.0,1,-8.0
10192,0.0,0,0.0
10193,31.0,0,-5.0
10194,0.0,0,31.0
10195,28.0,1,-3.0
10196,0.0,0,24.0
10197,0.0,0,0.0
10198,31.0,0,0.0
10199,0.0,0,0.0
10200,0.0,0,0.0
10201,3.0,0,-3.0
10202,0.0,1,0.0
10203,11.0,0,7.0
10204,0.0,0,0.0
10205,30.0,0,-30.0
10206,30.0,0,1.0
10207,31.0,1,31.0
10208,22.0,0,-14.0
10209,0.0,0,2.0
10210,0.0,0,0.0
10211,21.0,0,10.0
10212,31.0,1,10.0
10213,11.0,0,4.0
10214,30.0,0,1.0
10215,0.0,0,6.0
10216,14.0,0,11.0
10217,0.0,1,0.0
10218,29.0,0,2.0
10219,29.0,0,2.0
10220,31.0,0,-14.0
10221,0.0,0,1.0
10222,26.0,0,-3.0
10223,26.0,0,-6.0
10224,13.0,0,18.0
10225,0.0,0,31.0
10226,0.0,0,0.0
10227,11.0,0,20.0
10228,27.0,0,4.0
10229,25.0,0,6.0
10230,0.0,0,12.0
10231,0.0,0,17.0
10232,19.0,0,-6.0
10233,19.0,0,12.0
10234,0.0,1,0.0
10235,0.0,1,-9.0
10236,0.0,1,0.0
10237,25.0,0,-25.0
10238,21.0,0,8.0
10239,31.0,0,-3.0
10240,28.0,0,-14.0
10241,0.0,0,0.0
10242,0.0,0,0.0
10243,31.0,0,0.0
10244,18.0,0,-4.0
10245,0.0,0,0.0
10246,12.0,0,17.0
10247,0.0,0,24.0
10248,0.0,0,0.0
10249,15.0,0,-5.0
10250,27.0,1,5.0
10251,0.0,0,0.0
10252,0.0,1,-14.0
10253,0.0,0,11.0
10254,0.0,0,0.0
10255,17.0,0,-14.0
10256,7.0,0,23.0
10257,0.0,0,0.0
10258,31.0,0,0.0
10259,0.0,1,0.0
10260,26.0,1,26.0
10261,25.0,0,6.0
10262,0.0,0,10.0
10263,13.0,0,-8.0
10264,0.0,0,0.0
10265,26.0,0,5.0
10266,0.0,0,22.0
10267,28.0,0,-2.0
10268,20.0,0,0.0
10269,16.0,1,-15.0
10270,26.0,0,-21.0
10271,0.0,0,11.0
10272,0.0,1,0.0
10273,14.0,0,-14.0
10274,0.0,0,5.0
10275,20.0,0,11.0
10276,10.0,0,-9.0
10277,0.0,0,3.0
10278,16.0,0,15.0
10279,29.0,0,-20.0
10280,0.0,0,0.0
10281,0.0,1,0.0
10282,25.0,0,6.0
10283,0.0,0,31.0
10284,0.0,0,8.0
10285,0.0,0,0.0
10286,18.0,0,-0.0
10287,14.0,0,-14.0
10288,0.0,0,10.0
10289,21.0,0,10.0
10290,31.0,0,-31.0
10291,0.0,0,0.0
10292,0.0,1,-13.0
10293,30.0,0,1.0
10294,4.0,0,27.0
10295,28.0,0,3.0
10296,16.0,0,15.0
10297,31.0,0,0.0
10298,4.0,1,-11.0
10299,28.0,0,-11.0
10300,1.0,0,-1.0
10301,11.0,0,6.0
10302,2.0,0,-2.0
10303,0.0,0,6.0
10304,31.0,0,0.0
10305,15.0,0,-8.0
10306,31.0,0,0.0
10307,22.0,0,9.0
10308,11.0,0,6.0
10309,16.0,0,-16.0
10310,0.0,0,30.0
10311,15.0,0,-15.0
10312,0.0,1,-6.0
10313,0.0,0,0.0
10314,0.0,0,0.0
10315,0.0,0,0.0
10316,11.0,0,-8.0
10317,28.0,0,-22.0
10318,10.0,0,-10.0
10319,2.0,1,-6.0
10320,8.0,0,-1.0
10321,31.0,0,-21.0
10322,0.0,0,31.0
10323,27.0,0,4.0
10324,0.0,0,17.0
10325,31.0,1,2.0
10326,0.0,0,0.0
10327,22.0,0,9.0
10328,0.0,0,0.0
10329,0.0,0,26.0
10330,29.0,0,2.0
10331,0.0,0,31.0
10332,31.0,1,0.0
10333,31.0,1,0.0
10334,0.0,0,31.0
10335,0.0,0,0.0
10336,18.0,0,-16.0
10337,25.0,0,6.0
10338,31.0,0,0.0
10339,0.0,0,11.0
10340,28.0,0,-16.0
10341,27.0,0,4.0
10342,0.0,0,3.0
10343,29.0,0,-29.0
10344,27.0,0,-20.0
10345,0.0,1,0.0
10346,16.0,0,4.0
10347,10.0,1,-19.0
10348,0.0,0,11.0
10349,23.0,0,8.0
10350,0.0,0,31.0
10351,0.0,0,0.0
10352,23.0,0,3.0
10353,27.0,0,4.0
10354,0.0,0,0.0
10355,7.0,0,-7.0
10356,13.0,0,18.0
10357,0.0,0,0.0
10358,0.0,0,31.0
10359,17.0,0,-17.0
10360,31.0,0,-3.0
10361,4.0,1,4.0
10362,0.0,0,20.0
10363,0.0,0,31.0
10364,29.0,0,-13.0
10365,27.0,0,-0.0
10366,2.0,0,-2.0
10367,0.0,0,0.0
10368,5.0,0,-5.0
10369,0.0,0,11.0
10370,0.0,0,31.0
10371,31.0,0,-11.0
10372,15.0,0,-15.0
10373,24.0,0,5.0
10374,20.0,0,-19.0
10375,24.0,1,24.0
10376,27.0,0,4.0
10377,31.0,0,0.0
10378,0.0,0,0.0
10379,28.0,0,3.0
10380,0.0,1,0.0
10381,0.0,0,2.0
10382,0.0,0,19.0
10383,28.0,0,-28.0
10384,5.0,1,-22.0
10385,31.0,0,0.0
10386,1.0,0,-1.0
10387,31.0,1,8.0
10388,0.0,0,31.0
10389,0.0,0,7.0
10390,0.0,0,4.0
10391,0.0,0,31.0
10392,29.0,0,-24.0
10393,30.0,0,1.0
10394,0.0,0,31.0
10395,17.0,0,9.0
10396,1.0,1,-1.0
10397,0.0,0,0.0
10398,5.0,0,-5.0
10399,14.0,0,11.0
10400,18.0,0,13.0
10401,0.0,0,0.0
10402,24.0,0,-24.0
10403,0.0,0,0.0
10404,30.0,0,1.0
10405,24.0,0,1.0
10406,0.0,0,31.0
10407,29.0,0,-29.0
10408,7.0,0,0.0
10409,1.0,0,10.0
10410,26.0,0,-6.0
10411,14.0,0,-14.0
10412,29.0,0,-29.0
10413,11.0,0,-11.0
10414,30.0,1,14.0
10415,30.0,0,-30.0
10416,0.0,0,12.0
10417,0.0,1,0.0
10418,0.0,0,0.0
10419,0.0,0,0.0
10420,31.0,1,12.0
10421,0.0,0,0.0
10422,27.0,0,4.0
10423,24.0,0,7.0
10424,0.0,0,0.0
10425,20.0,0,8.0
10426,0.0,0,9.0
10427,26.0,0,0.0
10428,0.0,0,19.0
10429,0.0,0,0.0
10430,0.0,1,0.0
10431,17.0,0,14.0
10432,5.0,0,-5.0
10433,31.0,0,-6.0
10434,19.0,1,2.0
10435,12.0,0,-12.0
10436,31.0,1,2.0
10437,31.0,1,30.0
10438,21.0,0,-21.0
10439,10.0,1,-10.0
10440,0.0,1,-1.0
10441,30.0,0,-11.0
10442,25.0,0,-25.0
10443,0.0,0,0.0
10444,10.0,0,-3.0
10445,30.0,0,1.0
10446,0.0,1,-10.0
10447,1.0,1,-30.0
10448,0.0,0,15.0
10449,12.0,1,7.0
10450,0.0,0,0.0
10451,0.0,0,0.0
10452,30.0,0,-7.0
10453,0.0,0,9.0
10454,0.0,0,12.0
10455,0.0,0,0.0
10456,0.0,1,0.0
10457,30.0,0,1.0
10458,20.0,0,11.0
10459,0.0,0,22.0
10460,0.0,1,0.0
10461,0.0,0,31.0
10462,31.0,0,-0.0
10463,8.0,0,-8.0
10464,10.0,1,10.0
10465,5.0,0,16.0
10466,0.0,0,0.0
10467,30.0,0,-30.0
10468,31.0,1,16.0
10469,19.0,0,-3.0
10470,28.0,0,3.0
10471,6.0,0,-6.0
10472,0.0,1,-27.0
10473,11.0,0,17.0
10474,19.0,0,8.0
10475,14.0,0,17.0
10476,12.0,0,-4.0
10477,20.0,0,-20.0
10478,20.0,0,1.0
10479,31.0,0,-31.0
10480,12.0,0,-7.0
10481,11.0,0,-4.0
10482,0.0,0,0.0
10483,7.0,1,-23.0
10484,0.0,0,0.0
10485,0.0,0,31.0
10486,0.0,0,0.0
10487,0.0,0,0.0
10488,31.0,0,0.0
10489,20.0,0,-20.0
10490,28.0,0,-12.0
10491,0.0,1,-12.0
10492,0.0,0,21.0
10493,5.0,1,-24.0
10494,18.0,0,-18.0
10495,0.0,0,0.0
10496,31.0,0,0.0
10497,0.0,0,1.0
10498,0.0,0,31.0
10499,31.0,0,-25.0
10500,12.0,0,-12.0
10501,31.0,0,-11.0
10502,15.0,1,-6.0
10503,17.0,0,-17.0
10504,14.0,0,-8.0
10505,14.0,0,-0.0
10506,31.0,0,-26.0
10507,29.0,0,-8.0
10508,25.0,1,1.0
10509,9.0,0,-9.0
10510,0.0,0,31.0
10511,0.0,1,0.0
10512,30.0,0,1.0
10513,18.0,0,-7.0
10514,12.0,1,12.0
10515,0.0,0,0.0
10516,25.0,0,-25.0
10517,20.0,0,-8.0
10518,28.0,0,-28.0
10519,12.0,0,-12.0
10520,7.0,0,2.0
10521,0.0,0,12.0
10522,6.0,0,15.0
10523,7.0,1,-20.0
10524,0.0,0,31.0
10525,0.0,0,0.0
10526,0.0,0,0.0
10527,0.0,0,21.0
10528,0.0,0,13.0
10529,29.0,0,2.0
10530,0.0,0,0.0
10531,9.0,0,-9.0
10532,21.0,0,-8.0
10533,27.0,0,4.0
10534,17.0,0,14.0
10535,0.0,0,0.0
10536,0.0,0,30.0
10537,5.0,1,-26.0
10538,17.0,0,8.0
10539,27.0,0,1.0
10540,14.0,0,13.0
10541,18.0,0,-18.0
10542,0.0,0,0.0
10543,7.0,0,-7.0
10544,26.0,0,-10.0
10545,13.0,0,18.0
10546,0.0,0,0.0
10547,0.0,1,0.0
10548,13.0,0,-13.0
10549,0.0,1,0.0
10550,31.0,1,6.0
10551,11.0,0,4.0
10552,0.0,0,0.0
10553,13.0,0,6.0
10554,0.0,0,0.0
10555,0.0,0,31.0
10556,31.0,0,-31.0
10557,0.0,0,0.0
10558,0.0,0,0.0
10559,11.0,1,5.0
10560,0.0,0,0.0
10561,0.0,1,-30.0
10562,11.0,1,-16.0
10563,27.0,0,-27.0
10564,24.0,0,7.0
10565,0.0,0,0.0
10566,31.0,0,-13.0
10567,8.0,0,-8.0
10568,0.0,0,22.0
10569,0.0,0,31.0
10570,0.0,0,0.0
10571,13.0,0,18.0
10572,6.0,0,15.0
10573,30.0,0,1.0
10574,20.0,0,-20.0
10575,15.0,1,12.0
10576,0.0,0,8.0
10577,31.0,0,0.0
10578,16.0,0,-16.0
10579,0.0,0,23.0
10580,28.0,0,3.0
10581,6.0,1,6.0
10582,1.0,1,1.0
10583,0.0,0,0.0
10584,0.0,0,0.0
10585,29.0,0,2.0
10586,7.0,0,-7.0
10587,10.0,0,-3.0
10588,0.0,0,28.0
10589,0.0,0,0.0
10590,0.0,1,0.0
10591,0.0,1,-31.0
10592,31.0,1,26.0
10593,13.0,0,-13.0
10594,0.0,1,-31.0
10595,0.0,0,31.0
10596,24.0,0,7.0
10597,0.0,0,0.0
10598,31.0,1,0.0
10599,29.0,0,2.0
10600,26.0,0,5.0
10601,0.0,0,0.0
10602,27.0,0,4.0
10603,27.0,0,-27.0
10604,0.0,0,0.0
10605,0.0,0,0.0
10606,4.0,1,-5.0
10607,0.0,1,-5.0
10608,0.0,0,0.0
10609,13.0,0,-13.0
10610,0.0,0,3.0
10611,0.0,0,0.0
10612,0.0,1,0.0
10613,23.0,0,8.0
10614,18.0,0,-0.0
10615,31.0,0,-31.0
10616,0.0,0,27.0
10617,0.0,1,-27.0
10618,27.0,0,4.0
10619,22.0,0,4.0
10620,8.0,0,22.0
10621,31.0,0,-31.0
10622,4.0,0,5.0
10623,10.0,1,-21.0
10624,28.0,0,3.0
10625,0.0,0,0.0
10626,0.0,0,0.0
10627,10.0,1,-3.0
10628,13.0,0,6.0
10629,0.0,0,1.0
10630,24.0,0,7.0
10631,0.0,0,0.0
10632,0.0,0,0.0
10633,2.0,1,-29.0
10634,12.0,0,19.0
10635,15.0,0,2.0
10636,31.0,1,31.0
10637,5.0,0,26.0
10638,0.0,1,0.0
10639,0.0,0,20.0
10640,0.0,0,31.0
10641,22.0,0,9.0
10642,14.0,0,9.0
10643,31.0,1,14.0
10644,8.0,0,4.0
10645,0.0,0,22.0
10646,0.0,0,10.0
10647,0.0,0,0.0
10648,0.0,0,0.0
10649,0.0,0,10.0
10650,19.0,0,-15.0
10651,31.0,0,-31.0
10652,31.0,0,0.0
10653,28.0,0,-9.0
10654,23.0,0,-8.0
10655,29.0,0,2.0
10656,14.0,0,-13.0
10657,4.0,1,-18.0
10658,8.0,1,-15.0
10659,26.0,0,-26.0
10660,31.0,0,0.0
10661,31.0,1,24.0
10662,20.0,0,-6.0
10663,0.0,1,0.0
10664,30.0,0,1.0
10665,25.0,1,6.0
10666,0.0,0,10.0
10667,7.0,1,7.0
10668,30.0,0,-4.0
10669,2.0,0,-2.0
10670,28.0,0,3.0
10671,25.0,0,6.0
10672,5.0,0,-5.0
10673,17.0,0,-17.0
10674,27.0,0,-13.0
10675,0.0,0,0.0
10676,0.0,0,25.0
10677,29.0,0,-17.0
10678,22.0,0,-5.0
10679,0.0,0,0.0
10680,15.0,0,12.0
10681,0.0,0,0.0
10682,24.0,0,7.0
10683,0.0,1,-13.0
10684,0.0,0,18.0
10685,0.0,0,0.0
10686,8.0,0,-8.0
10687,24.0,0,-9.0
10688,31.0,1,2.0
10689,0.0,0,19.0
10690,0.0,0,31.0
10691,0.0,0,31.0
10692,0.0,0,18.0
10693,0.0,0,0.0
10694,17.0,0,-17.0
10695,0.0,0,28.0
10696,0.0,0,0.0
10697,20.0,0,-20.0
10698,0.0,0,0.0
10699,15.0,0,-8.0
10700,0.0,0,1.0
10701,25.0,0,-23.0
10702,29.0,0,-7.0
10703,11.0,0,17.0
10704,18.0,0,13.0
10705,0.0,0,8.0
10706,0.0,1,-2.0
10707,31.0,0,0.0
10708,22.0,0,9.0
10709,31.0,0,-17.0
10710,15.0,1,-4.0
10711,0.0,0,0.0
10712,29.0,0,2.0
10713,0.0,0,0.0
10714,17.0,0,-17.0
10715,26.0,0,-6.0
10716,30.0,0,-8.0
10717,0.0,0,19.0
10718,0.0,0,25.0
10719,0.0,0,11.0
10720,24.0,0,-1.0
10721,0.0,0,0.0
10722,9.0,0,-8.0
10723,25.0,0,6.0
10724,7.0,0,24.0
10725,19.0,1,-12.0
10726,0.0,0,14.0
10727,0.0,0,31.0
10728,24.0,0,-2.0
10729,0.0,1,0.0
10730,14.0,0,-8.0
10731,28.0,0,3.0
10732,31.0,0,-10.0
10733,0.0,0,21.0
10734,8.0,1,3.0
10735,17.0,1,3.0
10736,31.0,0,0.0
10737,0.0,0,31.0
10738,0.0,0,6.0
10739,27.0,0,4.0
10740,0.0,0,0.0
10741,26.0,0,-1.0
10742,0.0,0,0.0
10743,1.0,1,1.0
10744,0.0,0,0.0
10745,0.0,0,20.0
10746,23.0,0,8.0
10747,0.0,0,23.0
10748,29.0,0,-11.0
10749,18.0,0,-18.0
10750,30.0,0,-4.0
10751,0.0,1,0.0
10752,14.0,0,-14.0
10753,13.0,1,-2.0
10754,0.0,0,0.0
10755,22.0,0,4.0
10756,30.0,0,-6.0
10757,0.0,0,0.0
10758,17.0,1,13.0
10759,26.0,0,5.0
10760,31.0,0,0.0
10761,12.0,0,-3.0
10762,18.0,0,9.0
10763,9.0,0,15.0
10764,27.0,0,4.0
10765,11.0,0,-11.0
10766,0.0,0,0.0
10767,23.0,0,5.0
10768,31.0,0,0.0
10769,31.0,0,-12.0
10770,30.0,0,-11.0
10771,28.0,0,3.0
10772,31.0,1,2.0
10773,31.0,0,-2.0
10774,31.0,1,14.0
10775,0.0,0,2.0
10776,14.0,0,-14.0
10777,31.0,1,0.0
10778,9.0,0,8.0
10779,31.0,0,-31.0
10780,31.0,0,0.0
10781,0.0,0,0.0
10782,29.0,0,-24.0
10783,15.0,0,-15.0
10784,0.0,0,6.0
10785,3.0,0,-3.0
10786,19.0,0,-7.0
10787,31.0,0,-22.0
10788,17.0,0,14.0
10789,0.0,0,0.0
10790,0.0,0,0.0
10791,13.0,1,3.0
10792,31.0,1,1.0
10793,31.0,0,0.0
10794,0.0,0,8.0
10795,0.0,0,0.0
10796,31.0,0,-22.0
10797,0.0,0,31.0
10798,23.0,1,-3.0
10799,8.0,0,-8.0
10800,0.0,0,0.0
10801,29.0,0,-5.0
10802,0.0,0,31.0
10803,30.0,0,-16.0
10804,31.0,0,0.0
10805,0.0,0,4.0
10806,15.0,0,-15.0
10807,0.0,0,0.0
10808,2.0,0,8.0
10809,31.0,0,0.0
10810,0.0,0,0.0
10811,18.0,0,5.0
10812,0.0,0,16.0
10813,27.0,0,4.0
10814,24.0,1,4.0
10815,0.0,0,15.0
10816,31.0,1,2.0
10817,0.0,0,0.0
10818,0.0,0,0.0
10819,14.0,0,17.0
10820,31.0,1,2.0
10821,31.0,1,9.0
10822,5.0,0,26.0
10823,4.0,0,11.0
10824,1.0,0,17.0
10825,16.0,0,-16.0
10826,0.0,0,0.0
10827,0.0,0,0.0
10828,11.0,0,-11.0
10829,0.0,0,0.0
10830,23.0,0,-3.0
10831,31.0,0,0.0
10832,15.0,0,6.0
10833,8.0,0,16.0
10834,23.0,0,8.0
10835,0.0,0,11.0
10836,0.0,1,0.0
10837,0.0,0,0.0
10838,31.0,1,19.0
10839,9.0,0,-9.0
10840,0.0,0,29.0
10841,0.0,0,3.0
10842,22.0,0,-11.0
10843,22.0,0,-3.0
10844,26.0,0,5.0
10845,31.0,0,0.0
10846,0.0,0,6.0
10847,0.0,0,0.0
10848,27.0,0,4.0
10849,0.0,1,-5.0
10850,31.0,0,0.0
10851,5.0,0,-4.0
